€	1	1	0.002457002457
░	2	2	0.00982800982801
░░▀███▀░▀████▀░▀███▀░	4	2	0.019656019656
░░▀███▀░▀████▀░▀███▀░░░██░░░██░░░██░	2	2	0.00982800982801
░░▄███▄░██░░██░▄███▄░█████░░▄███▄	4	2	0.019656019656
░░▄███▄░██░░██░▄███▄░██████░░▄███▄	2	2	0.00982800982801
░░▄███▄███▄	1	1	0.002457002457
░░█░░░░░░░░░▓▒░░░░▒▓██████▓░░░░░░░░░░░░░░▒██░░░▓█▓▓▒░░░██░░░	1	1	0.002457002457
░░█░░░░░░▄▄▄▄▄▄░░░░█░░░░░█	1	1	0.002457002457
░░█░░░░█░░░░░░░░░░░░░░░░░███	1	1	0.002457002457
░░█░░░░███████	1	1	0.002457002457
░░██░░░░░▒▓▒▓▒██▒▒▓▓▓░░░░░░░██░░░░░░░░░▒████▓███████▓░█▒░░░░	1	1	0.002457002457
░░███████░░░░░░░░░░███▒▒▒▒▒▒▒▒███	1	1	0.002457002457
░░█████████	1	1	0.002457002457
░░████████████░░░███████████████	1	1	0.002457002457
░░█▓░░░░░▒░░░▒░▒██▓▒░░░░░▒██▓░░░░░░░░░░░░░░██▓░░░░░░▒██▓░░░░	1	1	0.002457002457
░░█▓░▒▒░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▓█░░█▒░░░░░░░░█░▒█░░░	1	1	0.002457002457
░░█▒▒▒▒▒▒█░░░░░░░███▒▒▒▒▒▒▒▒▒▒▒▒▒███	1	1	0.002457002457
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░	8	2	0.039312039312
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░▒█████████▒░░░░░░░░░░░░	1	1	0.002457002457
░░░░░░░░░░░░░░░░░░░░░░░░░▒▓████▓░░░░░░░▓█████▒░░░░░░░░░░░░░░	1	1	0.002457002457
░░░░░░░░░░░░░░░░░░░░░▒████▓▒▒░░░░░░░░░░░░░░░▓██▒░░░░░░░░░░░░	1	1	0.002457002457
░░░░░░░░░░░░░░░░░░▒▓▓█████████████▓▓▒░░░░░░░░░░░░░░░░░░░░░░░	1	1	0.002457002457
░░░░░░░░░░░░░░░░░▒▓███▓▒░░░░░░░▒░░▒▒▒▒░░░▒██▓██████▓░░░░░░░░	1	1	0.002457002457
░░░░░░░░░░░░░░░▓███▒░░░░░░░▒▒▒▒▒▒▒▒░░░░▓██▒░░░░░░░▒███░░░░░░	1	1	0.002457002457
░░░░░░░░░░░░░░▒████▓▓▒▒░▒▒▒░▒▒▒▒▒▒▓▓████▓▒░░░░░░░░░░░░░░░░░░	1	1	0.002457002457
░░░░░░░░░░░░░█	1	1	0.002457002457
░░░░░░░░░░░░░▓██▒░░░░░░▒▒▒▒▒░░░░░░░░░░██░░░░░░▒▒▒░░░░██░░░░░	1	1	0.002457002457
░░░░░░░░░░░░▄▄	1	1	0.002457002457
░░░░░░░░░░░░▄▄░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░	5	2	0.02457002457
░░░░░░░░░░░█░░█	2	1	0.004914004914
░░░░░░░░░░░█░░█░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░	5	2	0.02457002457
░░░░░░░░░░░█░░█░░░░░░░░░░░░░██░░░░░░░░██░░░░░█████████░	5	2	0.02457002457
░░░░░░░░░░░▓██░░░░░░░░▒▒░░░▒░░░░░░░░░▓█░░░░▓███▓▓██░░░██░░░░	1	1	0.002457002457
░░░░░░░░░░░▒███▓░░░░░░░░░░░░░░░░░░░░░░▒███████▓▓▒░░░░░░░░░░░	1	1	0.002457002457
░░░░░░░░░░█░░░█	1	1	0.002457002457
░░░░░░░░░░█░░░█░░░░░░░░░░░░░███░░░░░░███░░░░██░░░░░░░██	5	2	0.02457002457
░░░░░░░░░░██▒░░░░▒░░░▒░░░▒▒░░░░░░░░▒▓██░░░██░░░░▒▒██░░░██░░░	1	1	0.002457002457
░░░░░░░░░█░░░░█	1	1	0.002457002457
░░░░░░░░░█░░░░█░░░░░░░░░░░░░████░░░░████░░░░██░░░░░░░██	5	2	0.02457002457
░░░░░░░░░██░░░░▒▒░░░░░░▒▒░░░░░░░░▒█▓░█▓░░▓█▒▒█▒█░█▒██░░▒█░░░	1	1	0.002457002457
░░░░░░░░░▒██▓░░░░▒▒███▓▓▒░░░░░░░░░░░░░▓▓▒▒▒▒▒▓██████▓░░░░░░░	1	1	0.002457002457
░░░░░░░░██░░░▒░▒░░░░░▒▒░░░░░░░░▓█▓░░░█▓░░██░▓█░█░█░░█▒░░█▒░░	1	1	0.002457002457
░░░░░░░█	1	1	0.002457002457
░░░░░░░▓█░░░▒░▒░░░░▒▒░░░░▓▒▒▓▓▓▒░░▓▒░██░░██▒▒▒▒▓▒▓▓███░░█▒░░	1	1	0.002457002457
░░░░░░░▒██▓░░░▓███▓▒░░░░░░░░▒▒▒▒▒▒▒▒▒▒░░░░░░▒▓▓███▓████▒▒░░░	1	1	0.002457002457
░░░░░░█░░░░░░░░░█░░░░░█	1	1	0.002457002457
░░░░░░██▓░░▒▓██▓░░▒▓██████▓░░░░░░░▒░░░░░░▒██▓▒░░░▓███▒▓▒░░░░	1	1	0.002457002457
░░░░░░▒█▒░░░▒░▒░░░▒░░░░░░▒▒▒░░░░▒▒░░░▒█░░██░░░░░░░█░▒█░░█▒░░	1	1	0.002457002457
░░░░░█░░██▄▄▄▄▀░░█░░░░█	1	1	0.002457002457
░░░░░██░░░▒░▒░░░░░▒░░░░░░░░▒░▒▒▓█▒░░░░▒█░░█▓▒▓▓▓▒░░▓█░░░█▒░░	1	1	0.002457002457
░░░░░██░░▓███▒░░▒██▒░░░░▒▒██▓░░░░░░░░░░░██▒░░░░▒████▒█░░░░░░	1	1	0.002457002457
░░░░░█▒▒▒█░░░█▒▒▒▒▒▒███▒▒▒▒██	1	1	0.002457002457
░░░░░▒█▒░░░▒▒▒░░░░▒░░░░░░░░░░▒▒▒░▒▓░░░██░▒█░░░░▒▓▓░░██░░█▒░░	1	1	0.002457002457
░░░░█░░████████▀░░█░░░░█	1	1	0.002457002457
░░░░██░▒▓▒▓▓░░░██░░░░░░░░░░░█▓░░░░░░░░░██░░░░░░▒███░░█▒░░░░░	1	1	0.002457002457
░░░░█▓░░░▒░▒░░░░▒▒░░░░░▒▒▒▒▒▒░░░░░░░░░░▒█░▒█░░░░░░░█▒░░█▓░░░	1	1	0.002457002457
░░░░█▒▒▒▒▒█░░░██▒▒▒▒▒██▒▒▒▒▒▒██▒▒▒▒▒███	1	1	0.002457002457
░░░░▓█░░░░▒▒░░░░░▒▒░░░░░░▒▒▒▓▓▓▒░░░░░░░██░██░░░░░░░██░░▓█░░░	1	1	0.002457002457
░░░░▒░░░█▓▓▓▓█▓█▓▓▓▓▓█	1	1	0.002457002457
░░░░▒░░░█▓▓▓▓▓█▓▓▓▓▓▓█	1	1	0.002457002457
░░░█	1	1	0.002457002457
░░░█░░██▀▀░▄▄▄▄█░░█░░░░░█	1	1	0.002457002457
░░░██░░░▒░▒░░░▒▒░░░░░░░░░░░░░░░░░░░░░░░░█░░█▒░░░░░░██░░█░░░░	1	1	0.002457002457
░░░█████████████▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒██	1	1	0.002457002457
░░░█▓░░░░░░░░░█▒░░████░░░░░░░█▒░░░░░░░██░░░░░░░░░░░░███░░░░░	1	1	0.002457002457
░░░█▒░░▒░░▒░░▒▒░░░░░░░░░░░░░░░░░░░░░░░░░█░░█▒░░░░░░▓█░░█░░░░	1	1	0.002457002457
░░░█▒▒▒▒▒▒█░░░░██▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒██	1	1	0.002457002457
░░░█▒▒▒▒▒▒▒▒▒▒▒▒█▒▒▒▒▒▒▒▒▒█▒▒▒▒▒▒▒▒▒▒▒██	1	1	0.002457002457
░░░▓█░░░░░░░░░██░░░░░░░░░░░░▓█░░░░░░░░██░░░░░░░░░░░░░█▒░░░░░	1	1	0.002457002457
░░▓█░░▒░░▒▒░░▒░░░░░░░░░░░░░░░░░░░░░░░░░░█░░█▒░░░░░░░█▓░█▓░░░	1	1	0.002457002457
░░▒░░▀█▀	1	1	0.002457002457
░░▒░░█░	1	1	0.002457002457
░░▒░█	1	1	0.002457002457
░░▒█░░░░░░░▒▓▒█▓░▓████▓░░░░░▒█░░░░░░░░▒█▒░░░░░░░░░░██░█▒░░░░	1	1	0.002457002457
░░▒▀█████▀░	1	1	0.002457002457
░█░░░░░░░░░░░░░░░░░█░░░░░█	1	1	0.002457002457
░█░░░░█░░░░▄	1	1	0.002457002457
░█░░░██▄░▄▀██░░░░░█░░░░░░█	1	1	0.002457002457
░██░	4	2	0.019656019656
░██░░░░░░░░░░░░░░░░░░░░░░░░░▒▒▒▒▒░▒▒░░▓█▓░░██░█▒▒█▒█▒▓█░░█░░	1	1	0.002457002457
░██░░░░░░░░░░░░░░░░░░░░░░░░▒░░░░░░░░░░▓█░░░█▒░░░░▒▒░░▒█░▓█░░	1	1	0.002457002457
░██░░░░░░░░░░░░░░░░░░░░░░░▒▓▒▒▒▒▒▒▒▒░░░██░░▓█░█▓░█▒█▓█▓░░█░░	1	1	0.002457002457
░██░░░░█░░░░░░░░░░░░░░░░░░░░█	1	1	0.002457002457
░██░░░██░██▀░░	6	4	0.0589680589681
░██░░░██░████░	6	4	0.0589680589681
░██░░░██▓▓███▓██▒	1	1	0.002457002457
░██▀░▀▀░██░░██░▀█▄▀▀░	4	2	0.019656019656
░██▀░▀▀░██░░██░▀█▄▀▀░░░██░░░██▀░▀██░	2	2	0.00982800982801
░██▀█▀██░██▄░░	6	4	0.0589680589681
░██▓▒░░▒▓██	1	1	0.002457002457
░██▒▒▒▒▒▒▒▒▒▒████▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒█	1	1	0.002457002457
░██▒▒▒▒▒▒▒▒▒▒▒▒▒█▒▒▒██▒▒▒▒▒▒▒▒▒▒██▒▒▒▒██	1	1	0.002457002457
░██▄░▄██░████░	6	4	0.0589680589681
░██▄▀██░██░░██░▄▄▀█▄░	4	2	0.019656019656
░██▄▀██░██░░██░▄▄▀█▄░░░██░░░███████░	2	2	0.00982800982801
░█▒▒▒███████████▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒██	1	1	0.002457002457
░▓█░░░░░░░░░░░░░░░░░░░░░░░░░░▒▒▒▒▒▒▓▓▒░░██░░██▓░▒░▒░██░░▒█░░	1	1	0.002457002457
░▒░░▒░░░█▓▓▓█░░░█▓▓▓█	1	1	0.002457002457
░▒░░▒░░░█▓▓▓█▓▓▓█▓▓▓▓█	1	1	0.002457002457
░▒░░▒░░██▓██░░░██▓▓██	1	1	0.002457002457
░▒█░░░░░░░░░░░░░░░░░░░░░░░░░░▓▒▓▒▒▒▒▒▓▓▓▓██░░▓█▓░▒▒██▒░░██░░	1	1	0.002457002457
░▒█░░░░░░░░░░░░░░░░░░░░░░░░▒▒▒▒▒▒▒▒▒▒░░█▒░░█▒░░░░░░░░▓█░█▓░░	1	1	0.002457002457
░▀██▀░░█▓▓▓▓▓▓▓▓▓▓▓▓▓█	1	1	0.002457002457
【	3	2	0.014742014742
↕	1	1	0.002457002457
—	1	1	0.002457002457
—¡	1	1	0.002457002457
—¿	1	1	0.002457002457
‘	1	1	0.002457002457
‘-,	2	1	0.004914004914
‘,	1	1	0.002457002457
“	6	5	0.0737100737101
†	1	1	0.002457002457
$	11	11	0.297297297297
$"%&$%/&	1	1	0.002457002457
$:	11	7	0.189189189189
$::$$:$	1	1	0.002457002457
$:♥	2	1	0.004914004914
$:$	1	1	0.002457002457
$♥	1	1	0.002457002457
$$:	3	1	0.00737100737101
(	349	174	149.203931204
(⋋▂⋌)	1	1	0.002457002457
("·	2	2	0.00982800982801
(♥	1	1	0.002457002457
('	1	1	0.002457002457
(':	3	3	0.022113022113
(''	1	1	0.002457002457
(&	1	1	0.002457002457
()	1	1	0.002457002457
((	2	2	0.00982800982801
(((((((((:	1	1	0.002457002457
(((:	5	5	0.0614250614251
((:	9	6	0.132678132678
((:♥	1	1	0.002457002457
((:'	1	1	0.002457002457
((?	1	1	0.002457002457
(+?)	2	1	0.004914004914
